"names","vals"
"Intercept",-59.3721442571919
"V1",0.144512164406478
"V2",0.898291666526347
"V3",3.30846870318055
"V4",7.33572395751253
"V5",7.16469886014238
"V6",7.48810076154768
"V7",2.50258961925283
"V8",2.96201096149161
"V9",4.50300621101633
"V10",8.23791215429083
"V11",1.84008006006479
"V12",9.73453314974904
"V13",5.88409703690559
"V14",2.897070243489
"V15",5.68766592768952
"V16",3.94126739585772
"V17",3.3147782064043
"V18",9.57925783703104
"V19",3.27944493386894
"V20",5.26262691011652
"V21",6.55626486986876
"V22",5.22720530861989
"V23",2.43170590605587
"V24",5.98182783927768
"V25",9.19533652951941
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
