"names","vals"
"Intercept",-71.7646030949506
"V1",6.62729090778157
"V2",8.40430079493672
"V3",5.718679940328
"V4",3.37580766994506
"V5",1.04342884384096
"V6",3.91606530407444
"V7",3.20823308313265
"V8",2.79752142028883
"V9",6.03801812743768
"V10",9.36883518239483
"V11",5.08314318489283
"V12",9.2174046812579
"V13",2.66292912419885
"V14",1.7231059493497
"V15",8.63017194671556
"V16",8.63448291318491
"V17",1.23576482757926
"V18",6.81470432085916
"V19",9.53661671141163
"V20",8.2660885178484
"V21",7.46227202704176
"V22",4.35239358106628
"V23",9.07377844909206
"V24",8.68882707785815
"V25",8.86976748006418
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
