"names","vals"
"Intercept",-57.6155204730613
"V1",7.2841969365254
"V2",3.26714772963896
"V3",1.54657144797966
"V4",3.33111104555428
"V5",9.60210947087035
"V6",4.38734755618498
"V7",1.40654155053198
"V8",4.0145067544654
"V9",1.10181564232334
"V10",0.49694407498464
"V11",8.72642032569274
"V12",1.79822776466608
"V13",0.25721080834046
"V14",5.86273354943842
"V15",4.09806149080396
"V16",7.62809783685952
"V17",1.95422144373879
"V18",1.00733064813539
"V19",1.95827964693308
"V20",5.36109447246417
"V21",7.6922141527757
"V22",9.59014668595046
"V23",0.422047751490027
"V24",9.42618700442836
"V25",2.45122758438811
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
