"names","vals"
"Intercept",-67.8842918252784
"V1",3.44143097987399
"V2",2.14233620790765
"V3",3.13107021851465
"V4",2.76266097091138
"V5",1.50244812713936
"V6",8.0393381905742
"V7",7.58867744123563
"V8",4.05912691261619
"V9",2.94307499425486
"V10",5.92840167926624
"V11",2.86990583641455
"V12",6.77696618717164
"V13",0.949561370071024
"V14",7.74202379630879
"V15",1.50953808333725
"V16",1.84171724133193
"V17",4.88615718437359
"V18",0.77187214512378
"V19",9.15291100274771
"V20",9.77806112496182
"V21",8.72481626691297
"V22",2.31771245831624
"V23",4.68665627064183
"V24",8.47224807366729
"V25",7.58535328088328
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
