"names","vals"
"Intercept",-61.2807744778468
"V1",1.41328721772879
"V2",2.76120987487957
"V3",7.60657373815775
"V4",8.64020359236747
"V5",1.16329994285479
"V6",2.65914230840281
"V7",9.25507921725512
"V8",1.17524511180818
"V9",1.61699284100905
"V10",7.03424408566207
"V11",8.2304503582418
"V12",0.205851623322815
"V13",5.90923535404727
"V14",0.309749871958047
"V15",6.22420370345935
"V16",5.53909357404336
"V17",0.80220198025927
"V18",3.98718812735751
"V19",1.84040234424174
"V20",1.99457298964262
"V21",5.70809673052281
"V22",5.80274264328182
"V23",6.05158030986786
"V24",8.74489759793505
"V25",1.17310978472233
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
