"names","vals"
"Intercept",-67.2634896763104
"V1",6.98695328319445
"V2",1.31328883115202
"V3",6.4897956000641
"V4",1.37577548855916
"V5",3.57688552932814
"V6",2.03964506508783
"V7",4.15473781060427
"V8",8.01073422422633
"V9",1.24288402730599
"V10",4.18095839675516
"V11",7.97074571019039
"V12",5.00541133573279
"V13",6.15053456975147
"V14",9.77793472120538
"V15",3.60356553690508
"V16",6.52617959072813
"V17",6.3064065319486
"V18",5.67005348159
"V19",6.43310688203201
"V20",3.36463743355125
"V21",7.18626103829592
"V22",6.49344151839614
"V23",1.12636081408709
"V24",4.48444152949378
"V25",0.272405922878534
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
