"names","vals"
"Intercept",-62.7508318570512
"V1",5.34957195166498
"V2",9.89243272459134
"V3",6.31213798653334
"V4",2.22635611658916
"V5",0.897255695890635
"V6",2.73567906115204
"V7",9.76972328266129
"V8",9.69290398294106
"V9",2.44151248363778
"V10",5.73641853407025
"V11",6.63184469565749
"V12",1.34163928451017
"V13",1.42310438677669
"V14",9.55558106536046
"V15",1.81164622073993
"V16",5.26511484989896
"V17",1.24050024431199
"V18",0.766788641922176
"V19",0.564964124932885
"V20",0.470381134655327
"V21",2.44255588389933
"V22",8.75282645225525
"V23",6.89104904653504
"V24",8.8969490909949
"V25",6.1683787102811
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
