"names","vals"
"Intercept",-61.3817771416693
"V1",1.16644477471709
"V2",8.4105211799033
"V3",9.70802667783573
"V4",3.03054343210533
"V5",1.00229689385742
"V6",6.31759725743905
"V7",5.34865049412474
"V8",2.39591696299613
"V9",9.78200234705582
"V10",4.52426617499441
"V11",8.67320586228743
"V12",1.00458613131195
"V13",0.608577467501163
"V14",3.55646101059392
"V15",9.98371164081618
"V16",2.32098620152101
"V17",4.73564179847017
"V18",5.78873933060095
"V19",9.57974967779592
"V20",6.90799507312477
"V21",3.70955802500248
"V22",8.08481594314799
"V23",9.6550961304456
"V24",6.79956721374765
"V25",7.88888984825462
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
