"names","vals"
"Intercept",-77.7617312400136
"V1",7.12893163785338
"V2",9.34639894403517
"V3",7.73351393640041
"V4",1.59549498232082
"V5",5.41953654959798
"V6",6.76685899030417
"V7",6.68871183646843
"V8",3.97311045322567
"V9",0.448251240886748
"V10",5.32148741884157
"V11",6.23271721415222
"V12",6.35129117174074
"V13",7.1118074352853
"V14",6.8180292355828
"V15",5.93870647018775
"V16",8.69038901757449
"V17",6.20143520878628
"V18",5.08228833787143
"V19",4.79329827008769
"V20",6.30747675895691
"V21",4.92750003701076
"V22",9.33997747953981
"V23",0.482196807861328
"V24",6.62463381886482
"V25",0.449136926326901
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
