"names","vals"
"Intercept",-80.8432675039745
"V1",8.01445193355903
"V2",0.332046330440789
"V3",7.65186734264717
"V4",4.46508893510327
"V5",6.18615642888471
"V6",2.64021340059116
"V7",4.17011991143227
"V8",7.41898583015427
"V9",7.5027491664514
"V10",1.80820065550506
"V11",3.03740451810881
"V12",1.5121467364952
"V13",6.74198980908841
"V14",7.51804260304198
"V15",7.30743621243164
"V16",5.13977353926748
"V17",7.77687378227711
"V18",5.51856704521924
"V19",9.30745616322383
"V20",3.6361240549013
"V21",6.26034006942064
"V22",8.1487359572202
"V23",3.30273163272068
"V24",6.27352979965508
"V25",7.80676110647619
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
