"names","vals"
"Intercept",-55.7132995989057
"V1",2.50926539069042
"V2",9.79318441357464
"V3",9.38176099443808
"V4",3.9943569060415
"V5",0.0580526166595519
"V6",4.39944711048156
"V7",9.65457071783021
"V8",3.14233454642817
"V9",8.2634613267146
"V10",5.67875657929108
"V11",9.5147746312432
"V12",0.264977982733399
"V13",6.99373892042786
"V14",0.858750592451543
"V15",9.25174355739728
"V16",5.55956196738407
"V17",1.72971084015444
"V18",3.91771941212937
"V19",2.49926042975858
"V20",2.86395232658833
"V21",2.19652668805793
"V22",7.5832991534844
"V23",0.667825806885958
"V24",1.01699663791806
"V25",4.80013479478657
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
