"names","vals"
"Intercept",-71.4800065153096
"V1",5.40359732694924
"V2",6.21652104891837
"V3",0.390269241761416
"V4",9.29845591308549
"V5",7.57193472702056
"V6",6.83686860371381
"V7",5.36452800966799
"V8",9.01980449445546
"V9",1.68571058893576
"V10",4.99162761261687
"V11",5.73379072127864
"V12",5.57519480120391
"V13",7.54632139811292
"V14",6.14666533190757
"V15",8.76249810913578
"V16",8.57903395080939
"V17",4.7779322322458
"V18",2.76791961397976
"V19",3.04901632713154
"V20",3.45900473883376
"V21",3.28727235784754
"V22",2.12850135983899
"V23",0.315348540898412
"V24",7.62653859565035
"V25",5.08300772169605
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
