"names","vals"
"Intercept",-43.3333152721714
"V1",4.39961147261783
"V2",4.60583931067958
"V3",7.85072837490588
"V4",2.03339939471334
"V5",2.56271819351241
"V6",6.44468486076221
"V7",6.71003538649529
"V8",8.03478620480746
"V9",2.74677228182554
"V10",0.671098220627755
"V11",8.79328962182626
"V12",0.556446262635291
"V13",2.27698401780799
"V14",4.47727994993329
"V15",3.20589383831248
"V16",1.21380418539047
"V17",4.34195627924055
"V18",3.98022273555398
"V19",1.99162646662444
"V20",2.76949296006933
"V21",9.3907324061729
"V22",3.10828595189378
"V23",0.18487247871235
"V24",8.93672745209187
"V25",2.18012153636664
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
