"names","vals"
"Intercept",-59.6012614756221
"V1",9.19135135132819
"V2",4.96575674507767
"V3",0.619980418123305
"V4",3.47130712354556
"V5",6.65152024012059
"V6",3.7749829585664
"V7",0.233676254283637
"V8",9.92413836997002
"V9",3.32975249970332
"V10",2.25282776169479
"V11",2.02907129656523
"V12",6.33338269079104
"V13",1.4077720977366
"V14",6.72018797602504
"V15",9.14535095682368
"V16",5.83797682076693
"V17",0.79428628552705
"V18",9.08805683022365
"V19",8.56116304174066
"V20",9.38843128271401
"V21",5.51552643300965
"V22",4.03601449914277
"V23",5.47833246877417
"V24",3.12243743566796
"V25",5.35515473689884
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
