"names","vals"
"Intercept",-67.9976674808073
"V1",1.28737702267244
"V2",9.05388074461371
"V3",2.06150145735592
"V4",5.80977497622371
"V5",0.288151311688125
"V6",0.987611047457904
"V7",2.03715262934566
"V8",0.593106339219958
"V9",7.83631975995377
"V10",8.00704660592601
"V11",5.13972017448395
"V12",4.29340256378055
"V13",1.09053549356759
"V14",7.9261150653474
"V15",8.54144270531833
"V16",7.5434141792357
"V17",0.429465989582241
"V18",5.56318902876228
"V19",3.59868573723361
"V20",7.86021279869601
"V21",4.50245596002787
"V22",3.51335986051708
"V23",0.933609642088413
"V24",2.36372302286327
"V25",8.69457939639688
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
