"names","vals"
"Intercept",-70.7835939564758
"V1",6.03496893076226
"V2",2.98141854349524
"V3",0.0447909138165414
"V4",6.32673903601244
"V5",7.76647356105968
"V6",6.17626649793237
"V7",6.9789629150182
"V8",8.16867567133158
"V9",6.1946578649804
"V10",8.79876476246864
"V11",4.80573556618765
"V12",2.34198034740984
"V13",2.29402744676918
"V14",2.16975613730028
"V15",9.53645027941093
"V16",1.47783253807575
"V17",6.13951249979436
"V18",1.58299880567938
"V19",1.76565657369792
"V20",6.48001429857686
"V21",9.95077472645789
"V22",0.509864664636552
"V23",0.641009574756026
"V24",8.22042983723804
"V25",9.40150523558259
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
