"names","vals"
"Intercept",-61.9097743910062
"V1",6.48821186739951
"V2",6.20835448848084
"V3",0.879277128260583
"V4",6.97277250001207
"V5",4.42112785764039
"V6",0.626024655066431
"V7",5.59632608899847
"V8",7.12393331341445
"V9",4.42704811925068
"V10",7.59375837398693
"V11",7.98171415226534
"V12",5.72752389824018
"V13",4.12422375753522
"V14",5.01931953476742
"V15",7.11555904475972
"V16",3.53195692412555
"V17",1.79354939842597
"V18",5.56410589721054
"V19",4.8187435627915
"V20",1.48242294089869
"V21",3.789911523927
"V22",5.85701664211228
"V23",5.57445897487924
"V24",0.197630317416042
"V25",9.58054134855047
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
