"names","vals"
"Intercept",-50.7752776371936
"V1",2.90477429283783
"V2",3.42978317290545
"V3",9.73849383648485
"V4",0.798442731611431
"V5",2.05419613048434
"V6",1.57842667307705
"V7",4.56740003079176
"V8",6.59662197344005
"V9",2.526959865354
"V10",1.49451181292534
"V11",1.26440491061658
"V12",5.92887002276257
"V13",0.943339571822435
"V14",1.59315945580602
"V15",0.329073625616729
"V16",0.193239548243582
"V17",8.94373703282326
"V18",6.09686421230435
"V19",1.61179799120873
"V20",1.16148354485631
"V21",2.71002811379731
"V22",9.25174811156467
"V23",6.10350196948275
"V24",2.34112112550065
"V25",2.77920110384002
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
