"names","vals"
"Intercept",-57.0886762272504
"V1",5.99136325996369
"V2",7.38833707524464
"V3",1.28534633433446
"V4",3.18438112502918
"V5",0.825895592570305
"V6",1.26660756766796
"V7",9.09242405556142
"V8",3.27885368140414
"V9",6.62041224772111
"V10",6.32232251111418
"V11",4.5325083215721
"V12",6.0248455312103
"V13",2.14838092215359
"V14",8.63385375356302
"V15",2.91501641040668
"V16",0.0117303780280054
"V17",6.48422687547281
"V18",5.96495112869889
"V19",9.32018733583391
"V20",0.822956077754498
"V21",3.10572391841561
"V22",7.04118658322841
"V23",3.24132799869403
"V24",5.93455743743107
"V25",1.39131678268313
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
