"names","vals"
"Intercept",-48.3730195665791
"V1",2.13787280255929
"V2",0.378917932976037
"V3",0.587673410773277
"V4",8.25665969867259
"V5",3.95851910347119
"V6",8.84493946796283
"V7",7.00732811354101
"V8",7.48220595298335
"V9",6.28013528650627
"V10",2.20941833220422
"V11",0.639631345402449
"V12",3.9716776763089
"V13",4.52047375496477
"V14",5.72770598344505
"V15",6.54767569620162
"V16",4.53611506614834
"V17",1.12202704418451
"V18",2.80209857039154
"V19",2.54653082462028
"V20",6.30702022928745
"V21",9.55357535975054
"V22",2.96045257244259
"V23",7.00877462280914
"V24",8.49053074605763
"V25",1.75774017814547
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
