"names","vals"
"Intercept",-62.0435443690706
"V1",2.92251235805452
"V2",6.63999898824841
"V3",7.06499940250069
"V4",2.08405160112306
"V5",9.51278659515083
"V6",2.26126469438896
"V7",3.82725744973868
"V8",8.03983807796612
"V9",2.62707204092294
"V10",0.0251965317875147
"V11",9.2217180528678
"V12",9.99193761963397
"V13",0.757950344122946
"V14",8.26404049294069
"V15",3.96249974612147
"V16",5.10490613756701
"V17",5.36521727219224
"V18",8.87071509845555
"V19",4.18773767771199
"V20",6.85807867906988
"V21",4.16595701593906
"V22",2.66003666678444
"V23",9.1432246984914
"V24",7.26909915683791
"V25",0.0413629994727671
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
