"names","vals"
"Intercept",-64.1002805440803
"V1",5.21247233264148
"V2",2.35756558831781
"V3",4.60370082873851
"V4",6.238990991842
"V5",1.58753820462152
"V6",7.90743540739641
"V7",9.33723400114104
"V8",9.548923317343
"V9",9.06430225353688
"V10",9.72205056343228
"V11",0.328051636461169
"V12",6.67883207090199
"V13",9.08910658909008
"V14",7.40404141834006
"V15",2.15287782484666
"V16",2.02430616831407
"V17",5.92239347519353
"V18",0.398860997520387
"V19",4.83620235230774
"V20",5.20740287611261
"V21",9.32636185083538
"V22",7.6938372803852
"V23",0.654446252156049
"V24",3.71705700876191
"V25",3.95014873938635
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
