"names","vals"
"Intercept",-58.7032778841141
"V1",5.14936256920919
"V2",9.29503306047991
"V3",9.78891764301807
"V4",3.34319161716849
"V5",9.74605614785105
"V6",5.73617527028546
"V7",5.70335106225684
"V8",0.646068146452308
"V9",2.63325844891369
"V10",1.13016356015578
"V11",5.2285579754971
"V12",7.00516475131735
"V13",6.69240751070902
"V14",5.59852682752535
"V15",9.72106818109751
"V16",4.01957123307511
"V17",9.20277717756107
"V18",5.01843989361078
"V19",8.25904716737568
"V20",4.93554770946503
"V21",6.85517083620653
"V22",0.451847473159432
"V23",9.56319941906258
"V24",2.7763191703707
"V25",4.389110468328
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
