"names","vals"
"Intercept",-61.2023622820154
"V1",2.50513064675033
"V2",7.76541928062215
"V3",4.89546961849555
"V4",7.7935573272407
"V5",8.43599220039323
"V6",7.39366828463972
"V7",1.06517080450431
"V8",1.11464556539431
"V9",0.336884760763496
"V10",6.75439314218238
"V11",9.02048831805587
"V12",2.77157981181517
"V13",9.87110264366493
"V14",1.60726059926674
"V15",4.03728941455483
"V16",0.700769659597427
"V17",7.11523291654885
"V18",4.71735597355291
"V19",5.86424028268084
"V20",5.95722077880055
"V21",6.71894853934646
"V22",9.7769566741772
"V23",5.04766313126311
"V24",4.95982883265242
"V25",6.78519038017839
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
