"names","vals"
"Intercept",-79.3383409722746
"V1",5.56139730848372
"V2",5.03986514406279
"V3",3.96048343740404
"V4",5.64271615352482
"V5",8.20053945994005
"V6",4.59178172750399
"V7",8.60109338769689
"V8",7.232833460439
"V9",6.20967047754675
"V10",3.93293631495908
"V11",7.08558356622234
"V12",6.86315924394876
"V13",9.34846755117178
"V14",5.40364378131926
"V15",7.24756910698488
"V16",1.77921358030289
"V17",5.60373200103641
"V18",6.4918835950084
"V19",1.28208727343008
"V20",7.72784952772781
"V21",1.70649001840502
"V22",7.98600169364363
"V23",3.22051350260153
"V24",4.88209192175418
"V25",9.41849867114797
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
