"names","vals"
"Intercept",-48.1409116948675
"V1",2.75961801176891
"V2",3.6033984227106
"V3",3.71915940195322
"V4",0.472319084219635
"V5",0.907584447413683
"V6",3.55161565821618
"V7",1.49574185255915
"V8",0.285150038544089
"V9",0.262204261962324
"V10",8.59434564597905
"V11",5.30476017855108
"V12",7.55578981945291
"V13",1.4027019799687
"V14",5.8306492283009
"V15",3.6474984139204
"V16",9.95094429003075
"V17",1.99835472041741
"V18",1.11318612936884
"V19",6.0887179360725
"V20",3.32387584261596
"V21",7.87027896847576
"V22",1.2305994424969
"V23",6.97988660540432
"V24",2.99088393570855
"V25",5.28647795319557
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
