"names","vals"
"Intercept",-48.8318902946349
"V1",5.78526666155085
"V2",2.04966373043135
"V3",4.11290091928095
"V4",5.82299182889983
"V5",1.91896362463012
"V6",7.81572568928823
"V7",1.37877098750323
"V8",2.58308422518894
"V9",4.71729295793921
"V10",2.69277572631836
"V11",2.4861664394848
"V12",0.580810855608433
"V13",7.27831900119781
"V14",6.62795007927343
"V15",0.315848193131387
"V16",5.16509840032086
"V17",4.2301875911653
"V18",7.32041094219312
"V19",5.46230101725087
"V20",3.13964244211093
"V21",3.15759946592152
"V22",7.00618212576956
"V23",2.64217235846445
"V24",1.9255626318045
"V25",9.22186996089295
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
