"names","vals"
"Intercept",-60.8287927855289
"V1",9.46965919109061
"V2",7.89683963172138
"V3",6.90825216006488
"V4",0.4172179591842
"V5",2.85580936819315
"V6",4.54374083317816
"V7",7.34422604553401
"V8",6.88624626258388
"V9",3.56640757527202
"V10",5.73584247846156
"V11",2.18581697903574
"V12",9.72524236189201
"V13",5.63510820735246
"V14",4.64955899864435
"V15",1.43711835378781
"V16",5.09904057718813
"V17",7.10642720805481
"V18",3.65814120043069
"V19",4.18794341851026
"V20",6.30337992450222
"V21",4.11599478218704
"V22",6.14228313555941
"V23",3.24676235672086
"V24",5.52644005278125
"V25",3.30684316344559
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
