"names","vals"
"Intercept",-59.9068107188332
"V1",4.76672584656626
"V2",0.201086953748018
"V3",9.88327991217375
"V4",8.13955428311601
"V5",6.10953445546329
"V6",2.79926234856248
"V7",9.20363152399659
"V8",4.45040590362623
"V9",0.386381079442799
"V10",9.54312620917335
"V11",3.86687083402649
"V12",4.58055475493893
"V13",6.86353503959253
"V14",3.3878666209057
"V15",8.71034396346658
"V16",6.33159553166479
"V17",9.69140623463318
"V18",5.65071983961388
"V19",5.12933056801558
"V20",3.30785894300789
"V21",0.250939959660172
"V22",6.36023400584236
"V23",9.65775979682803
"V24",1.77607253659517
"V25",1.75537724047899
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
