"names","vals"
"Intercept",-77.0670843659363
"V1",0.581144851166755
"V2",0.076504684984684
"V3",2.83508182736114
"V4",8.24389146640897
"V5",7.65932849841192
"V6",5.15582613414153
"V7",5.1370326266624
"V8",0.1249591819942
"V9",1.99863989371806
"V10",2.47886794852093
"V11",8.21323506068438
"V12",8.90275579644367
"V13",3.49441519472748
"V14",8.84639185387641
"V15",4.05448603909463
"V16",1.57019323902205
"V17",6.18092691991478
"V18",8.16239202395082
"V19",7.91131391422823
"V20",2.65394425950944
"V21",7.58602437796071
"V22",4.09765594638884
"V23",2.95839337864891
"V24",5.2934461995028
"V25",6.16019098553807
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
