"names","vals"
"Intercept",-47.0803450890002
"V1",1.84169987216592
"V2",7.80727204633877
"V3",0.868503001984209
"V4",8.8990319869481
"V5",0.111168702133
"V6",3.31328864442185
"V7",6.2469675578177
"V8",3.82492295466363
"V9",4.44290238432586
"V10",6.00228059105575
"V11",2.18863515648991
"V12",6.22521916171536
"V13",8.74404843663797
"V14",0.252232502680272
"V15",5.62028954736888
"V16",0.443654209375381
"V17",1.16582036484033
"V18",3.25265904888511
"V19",1.15465835668147
"V20",4.42954489029944
"V21",1.49781183805317
"V22",3.19281591800973
"V23",6.80961811449379
"V24",0.538851527962834
"V25",1.87318459153175
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
