"names","vals"
"Intercept",-45.1484085734421
"V1",8.23587417369708
"V2",0.0417020847089589
"V3",4.04811716172844
"V4",1.13791536539793
"V5",5.64138869056478
"V6",4.57082511391491
"V7",5.93691096873954
"V8",1.96687637362629
"V9",2.34505017288029
"V10",4.88148276694119
"V11",9.04812940163538
"V12",1.98096993844956
"V13",5.03711543977261
"V14",5.00886643771082
"V15",4.33450418990105
"V16",2.98170312307775
"V17",3.76188829308376
"V18",0.620676658581942
"V19",4.76741553517058
"V20",7.18971228227019
"V21",0.466489440295845
"V22",2.84328579204157
"V23",0.593383593950421
"V24",3.9507140382193
"V25",1.80039033060893
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
