"names","vals"
"Intercept",-61.4982743060216
"V1",7.21395256230608
"V2",9.24907882930711
"V3",0.871174642816186
"V4",1.05528672691435
"V5",1.71657935483381
"V6",1.89534516539425
"V7",2.66021754592657
"V8",4.7731682495214
"V9",4.06356523977593
"V10",1.36725011281669
"V11",6.30502620711923
"V12",7.73755022091791
"V13",3.16185338422656
"V14",6.26302438089624
"V15",8.22986224433407
"V16",0.820313915610313
"V17",0.88852570625022
"V18",7.89891477674246
"V19",3.49551169434562
"V20",5.07291255518794
"V21",9.87522660056129
"V22",7.6598249329254
"V23",3.96260552341118
"V24",6.55359419528395
"V25",1.47660973481834
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
