"names","vals"
"Intercept",-54.1835765474383
"V1",2.08973235683516
"V2",7.98075419617817
"V3",5.48922798130661
"V4",1.40599717386067
"V5",3.53582529583946
"V6",3.9262898825109
"V7",5.90265946928412
"V8",7.29050774127245
"V9",8.05762636940926
"V10",0.944778895936906
"V11",8.12647352926433
"V12",9.23241062322631
"V13",5.42897361330688
"V14",5.7612190162763
"V15",7.59399375179783
"V16",7.08923382451758
"V17",9.66119391843677
"V18",6.63329904200509
"V19",4.80725920991972
"V20",8.7867344263941
"V21",5.94515246571973
"V22",3.7593636661768
"V23",3.13372437376529
"V24",9.54758507665247
"V25",3.0294555448927
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
