"names","vals"
"Intercept",-73.4905000043529
"V1",1.91015767399222
"V2",7.92958514764905
"V3",3.3511877246201
"V4",7.79307476710528
"V5",0.450141723267734
"V6",9.68504325952381
"V7",2.57868050364777
"V8",5.46221263706684
"V9",1.57014980679378
"V10",3.68014028761536
"V11",7.06699382513762
"V12",1.6706629935652
"V13",7.5124901230447
"V14",4.02938229497522
"V15",8.33405238343403
"V16",9.01473601115867
"V17",6.98888816405088
"V18",3.83888070704415
"V19",4.51781447278336
"V20",6.07694678939879
"V21",6.99356961529702
"V22",7.17377167893574
"V23",3.58491820283234
"V24",6.38481037225574
"V25",9.56289338413626
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
