"names","vals"
"Intercept",-68.1847556081492
"V1",2.14058260433376
"V2",9.286763665732
"V3",2.93685363139957
"V4",8.3061282755807
"V5",4.57620604196563
"V6",0.377064924687147
"V7",9.64802385540679
"V8",2.22045393893495
"V9",3.43755606561899
"V10",3.29807438654825
"V11",6.02853785036132
"V12",7.54743388155475
"V13",7.62631702004
"V14",5.70831688353792
"V15",8.22736627422273
"V16",1.42289450392127
"V17",0.935334463138133
"V18",3.01651858026162
"V19",4.96250430354849
"V20",7.04880470875651
"V21",6.87748031923547
"V22",9.37298659933731
"V23",7.85497849807143
"V24",8.32299112342298
"V25",8.68350272299722
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
