"names","vals"
"Intercept",-61.2449985017348
"V1",7.85424221074209
"V2",8.06154631078243
"V3",6.02060100296512
"V4",6.9984183087945
"V5",0.0100386724807322
"V6",2.66773036215454
"V7",1.31125431973487
"V8",4.55965190427378
"V9",8.1731735332869
"V10",1.48766408441588
"V11",0.63769715372473
"V12",6.64966956013814
"V13",1.0384563729167
"V14",9.23740852158517
"V15",5.28597814263776
"V16",5.73889130260795
"V17",9.3319846293889
"V18",2.15866164304316
"V19",5.02996632363647
"V20",7.21231221221387
"V21",1.11784711014479
"V22",0.653640434611589
"V23",9.53505356330425
"V24",8.50880685495213
"V25",4.69034835929051
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
