"names","vals"
"Intercept",-60.1486795368604
"V1",9.54991021426395
"V2",5.95620823325589
"V3",0.530650794971734
"V4",4.2020189575851
"V5",7.49114716891199
"V6",0.613558839540929
"V7",1.07284300494939
"V8",7.98029403667897
"V9",2.31908863410354
"V10",0.874378723092377
"V11",7.83459784463048
"V12",5.76369698625058
"V13",7.85698458785191
"V14",5.0175782549195
"V15",4.31023973273113
"V16",3.3197238529101
"V17",9.75535335950553
"V18",3.96095366450027
"V19",9.32936610188335
"V20",8.75329148722813
"V21",7.54514127038419
"V22",4.8853260371834
"V23",9.01525654364377
"V24",4.73698817193508
"V25",7.70100620109588
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
