"names","vals"
"Intercept",-59.9295202335995
"V1",0.258038623724133
"V2",5.58588675688952
"V3",1.81226456537843
"V4",7.07790053449571
"V5",6.26081890659407
"V6",5.70736169582233
"V7",9.53323011985049
"V8",6.07953142607585
"V9",9.25655456725508
"V10",1.12934353528544
"V11",4.5478627923876
"V12",3.12515735626221
"V13",8.73361829435453
"V14",1.57711484236643
"V15",2.65219052322209
"V16",0.359265564475209
"V17",2.19859519973397
"V18",0.0743269990198314
"V19",9.78616086766124
"V20",1.77872006082907
"V21",8.40980633860454
"V22",9.28537570638582
"V23",8.58802008908242
"V24",7.32519002631307
"V25",4.92242676205933
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
