"names","vals"
"Intercept",-78.357236781379
"V1",7.74519892642274
"V2",1.98335509048775
"V3",3.14024361781776
"V4",4.329877065029
"V5",9.78739772923291
"V6",7.74746602633968
"V7",6.79181607905775
"V8",0.928449749480933
"V9",4.44103970890865
"V10",4.03457165230066
"V11",1.35470746085048
"V12",5.75064118718728
"V13",7.31610163813457
"V14",9.57162942737341
"V15",3.95788120571524
"V16",3.54612477123737
"V17",9.15743972873315
"V18",9.29747295798734
"V19",2.60631360579282
"V20",3.21407679002732
"V21",6.17582229664549
"V22",9.63025052566081
"V23",4.95970535557717
"V24",6.59977450966835
"V25",2.94330964097753
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
